run_id,model,segment,epoch,step,epoch_training_seconds,epoch_validation_seconds,epoch_checkpoint_seconds,wall_seconds,peak_allocated_bytes,peak_reserved_bytes
dynunet-control-seed0,dynunet,current,1,100,23.25619963929057,94.63783375546336,0.4973548427224159,117.89408683776855,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,2,200,22.555917851626873,6.902962923049927e-06,0.493173785507679,140.95686370879412,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,3,300,22.5923061221838,4.291534423828125e-06,0.550193291157484,164.04443681240082,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,4,400,22.76690634712577,3.1515955924987793e-06,0.47062429040670395,187.36383543908596,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,5,500,22.689143262803555,4.041939973831177e-06,0.46873826533555984,210.52608432620764,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,6,600,22.668444331735373,4.4405460357666016e-06,0.7716463506221771,233.66569346934557,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,7,700,22.662246849387884,3.1888484954833984e-06,0.46339211612939835,257.10183753073215,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,8,800,22.67570699006319,6.809830665588379e-06,0.4738530106842518,280.2434109374881,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,9,900,22.64534892514348,4.038214683532715e-06,0.460014495998621,303.3733400069177,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,10,1000,22.651664920151234,72.19827312603593,0.4986288249492645,398.6855881996453,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,11,1100,22.56630914658308,1.0281801223754883e-06,0.44171448051929474,421.76058426871896,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,12,1200,22.619394842535257,3.4831464290618896e-06,0.45856736972928047,444.8236237876117,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,13,1300,22.631409857422113,4.250556230545044e-06,0.46484943106770515,467.9157584384084,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,14,1400,22.6434664465487,3.028661012649536e-06,0.45666478946805,491.0262122489512,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,15,1500,22.652563143521547,3.0212104320526123e-06,0.45550132170319557,514.1375683397055,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,16,1600,22.63036436587572,1.1622905731201172e-06,0.4690026640892029,537.2256690785289,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,17,1700,22.631777979433537,3.632158041000366e-06,0.45625758171081543,560.3287694118917,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,18,1800,22.636766079813242,3.7141144275665283e-06,0.456338781863451,583.4239982329309,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,19,1900,22.645371057093143,3.21120023727417e-06,0.47772855311632156,606.5278327539563,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,20,2000,22.64843887090683,70.86459527909756,0.48938385024666786,700.5211705006659,8171400704.0,11270094848.0
dynunet-control-seed0,dynunet,current,21,2100,22.612494494765997,1.55717134475708e-06,0.41891949623823166,723.6277903839946,8171400704.0,11270094848.0
