run_id,model,segment,epoch,step,epoch_training_seconds,epoch_validation_seconds,epoch_checkpoint_seconds,wall_seconds,peak_allocated_bytes,peak_reserved_bytes
dynunet-control10k-seed0,dynunet,current,1,100,23.04335104301572,93.96056407690048,0.4594762735068798,117.00394433736801,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,2,200,22.572328194975853,1.062825322151184e-05,0.440294586122036,140.04021872580051,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,3,300,22.6489793099463,8.195638656616211e-07,0.4622570797801018,163.13150556012988,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,4,400,22.849138118326664,7.264316082000732e-07,0.47259825468063354,186.44508669152856,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,5,500,22.726146027445793,1.0728836059570312e-06,0.4765853062272072,209.64602150395513,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,6,600,22.742854181677103,5.751848220825195e-06,0.48513229563832283,232.8675896897912,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,7,700,22.7530535236001,1.0207295417785645e-06,0.4701906256377697,256.10805946961045,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,8,800,22.780187290161848,7.413327693939209e-07,0.4782517999410629,279.3607055656612,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,9,900,22.799864135682583,6.51925802230835e-07,0.4913679175078869,302.64111218973994,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,10,1000,22.779513347893953,72.06963262334466,0.503985982388258,397.98365250974894,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,11,1100,22.67278430610895,9.08970832824707e-07,0.4497786909341812,421.16516034305096,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,12,1200,22.731596522033215,7.82310962677002e-07,0.4860825650393963,444.3483759723604,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,13,1300,22.75506217032671,6.407499313354492e-07,0.45645641162991524,467.5916291475296,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,14,1400,22.76805518195033,7.748603820800781e-07,0.46177034825086594,490.81808472052217,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,15,1500,22.783295530825853,2.8386712074279785e-06,0.45935606583952904,514.0654407404363,8171400704.0,11270094848.0
dynunet-control10k-seed0,dynunet,current,16,1600,22.811175882816315,7.525086402893066e-07,0.46562810242176056,537.3381080143154,8171400704.0,11270094848.0
